,id,UserId,ProductId,Time,Score,Summary,Text,helpful
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Melissa0414,53-004683,2016-12-31T00:00:00.000Z,1,Chronic issue with charging port,"The reviews on this on Amazon seemed awesome. Little did I know that there is a chronic problem with the port on these tablets. We just bought this for Christmas and went to charge it for the first time. Nothing. We already loaded (and paid for) several apps, and now we're out that money. Also the charging cord that came with it appears it has been used before - there's some wear at the edge of it. So I went online to see if I could find this issue and there it is - everywhere. This is a problem that has been around for years, but Android - who is the ultimate culprit, has failed to fix it at the source. When you plug in the charger, there's no 'click' so you know it's in place. It just slides in and out. We've had Apple products for several years and never had an issue, then the first Droid product we purchase can't even be charged from the beginning. This will be going back to BestBuy - and will buy another iPad Mini - costs more, but is much much more reliable.",FALSE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Dontbuy,53-004755,2017-01-18T00:00:00.000Z,1,Not for kids,This is just a regular fire tablet that has protective case.,FALSE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,yimer,53-004755,2017-01-09T00:00:00.000Z,5,very satisfied with it's easy operation,I will recommend for other parents to buy this product,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,jman,53-004755,2016-10-19T00:00:00.000Z,5,great tablet for a beginner,It has been a great product for our son. Easy to use and excellent for learning and playing games. Video quality is very good as well.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,WaterRat,53-004729,2017-02-17T00:00:00.000Z,5,Excellent Product,Super easy to setup for the kids to use. Parental controls are a bonus.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Budman,53-004755,2017-01-28T00:00:00.000Z,4,granddaughters love it,"good product for youngsters, provides learning and fun together",TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Gobucks13,53-004755,2017-01-25T00:00:00.000Z,4,Great for kids,I have no issues with product. Daughter seems to love it,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Johnny,53-004755,2017-03-04T00:00:00.000Z,5,Great for kids,I got this for a friends son the only problem with it is he won't put it down LOL,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Randy,53-004755,2016-12-24T00:00:00.000Z,4,Awsome,Best thing I got my kids. They don't ask to borrow mine anymore.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Blake,53-004755,2017-04-01T00:00:00.000Z,4,Good kids tablet,Good kids tablet for games and videos but the charger is pretty annoying.,TRUE
AVqkIh9HQMlgsOJE6fu_,AVqkIh9HQMlgsOJE6fu_,Rjob74,53-004764,2017-03-11T00:00:00.000Z,5,Wife Loves it,"Purchased this as a gift for my wife because her B&N Nook was dying. She absolutely loves it, especially since it does so much more. I'm now waiting for my Nook to start acting up so that I have an excuse to get a Kindle for myself.",TRUE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,crlybrgr,53-004683,2017-04-18T00:00:00.000Z,5,Great for kids,My child loves playing with the Kindle fire. It is entertaining and educational.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,STFD20,53-004729,2016-06-11T00:00:00.000Z,5,Another Table Replacement!,Great tablet for the price. We have a tendency to go through multiple tablets a year with the little kids. This is a great price and does everything we want for our young kids.,TRUE
AVqkIh9HQMlgsOJE6fu_,AVqkIh9HQMlgsOJE6fu_,Michael,53-004764,2017-04-21T00:00:00.000Z,1,Terrible,I bought this because I have ebooks in college. Not only could I not get my ebook. I called the school IT department. They could not either. My semester was already started. The sales representative at the store told me this is what I needed. I ended up buying a tablet from my phone carrier and my ebooks were right there in less than 5 minutes with the schools IT department help.,FALSE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Nikvt,53-004683,2016-12-09T00:00:00.000Z,5,Great,"Young kids love it, easy to use and takes a beating but still cheap enough that if it does happen to break you don't break the bank too",TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,yolo,53-004755,2017-01-18T00:00:00.000Z,5,Best purchase for 4 yr old,"purchased for 4 yr old, he loves it the fact he can play games or movies, love the parental controls as I am able to monitor how much he is on it.",TRUE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,KiKi,53-004683,2016-12-14T00:00:00.000Z,5,Great for keeping kids entertained,I really like that my child is engaged with all of the different apps we have downloaded.,TRUE
AVqkIhkhv8e3D1O-lebZ,AVqkIhkhv8e3D1O-lebZ,auntscrappie,53-004763,2017-03-20T00:00:00.000Z,5,Ease of use,Tablet is perfect for beginners who just want basic,TRUE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Grandma,53-004683,2017-02-04T00:00:00.000Z,5,Great gift for age 5.,Bought for my granddaughter age 5 for Xmas. She loves it.,TRUE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Grammie,53-004683,2016-10-02T00:00:00.000Z,2,Kid's Kindle,"I bought this Kindle for my 7 year old grand-daughter. I bought a warranty for it. I bought it in August, I have already had to replace it. The charger connection got loose and was not charging. Well, it has happened again. I will need to exchange it again. The problem is that I have to buy the warranty each time. I was going to buy one for her brothers and sister, but I am now rethinking that.",FALSE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Momof2,53-004755,2017-01-18T00:00:00.000Z,5,Great for 7 year old,"Santa brought this to our daughter, she's 7 and it's perfect for her!! Easy to use and figure out!",TRUE
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,kkai,53-004447,2017-01-31T00:00:00.000Z,3,Reading device,"I bought it cause I wanted to read more. That didn't happen, I tried and I just can't read on devices I need old school paper between my hands",FALSE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,DHBvilleIN,53-004755,2016-11-26T00:00:00.000Z,5,Great Product,I bought 1 a year ago for our oldest kid. Came back this year and bought two more. Built really well. This is the best choice for a kids tablet.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,lgfan,53-004729,2016-09-07T00:00:00.000Z,1,Crashed after update,My first tablet was a Kindle. I was curious about the updated version. Very disappointed,FALSE
AVqkIh9HQMlgsOJE6fu_,AVqkIh9HQMlgsOJE6fu_,Madden6777,53-004764,2016-12-29T00:00:00.000Z,5,Great,It was easy to set up and use. Best Buy employees were a huge help teaching me about the many features.,TRUE
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,ThisClickAintFree,53-004447,2016-08-18T00:00:00.000Z,5,Simple and easy to read,"Great starter eReader, very simply does what it's made to do.",TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Fire,53-004729,2017-05-17T00:00:00.000Z,4,good product,"works great, easy to use. play videos and game good",TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,guest,53-004729,2017-05-17T00:00:00.000Z,3,Good tablet for amazon users,This tablet is a good kids tablet and or for prime users. Not a laptop replacement or for non amazon users,TRUE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Jojo,53-004683,2016-12-31T00:00:00.000Z,5,Great tablet for a two yr old,I bought this tablet for my two yr old granddaughter for Christmas and she loves the games and camera. Works great. Glad I got it for her.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,MGilmer,53-004755,2017-04-07T00:00:00.000Z,5,Excellent,My sons love playing on their tablet. Not only does it allow me additional time to get things done but they enjoy the educational apps provided.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,W4R333,53-004729,2017-01-30T00:00:00.000Z,5,"Great tablet, not for the power user","Great tablet, not for the power user. Average users will find everything they need.",TRUE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,GD23,53-004683,2017-04-15T00:00:00.000Z,4,Kids love it,"Our kids love it and the Amazon unlimited is fantastic with tons of options. However, our kids still fight over usin our grownup tablet bc the screen is larger.",TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Brat1,53-004755,2017-03-31T00:00:00.000Z,5,Amazing,My son loves his tablet or at least that's what he calls it,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Cajunconeman,53-004755,2017-01-16T00:00:00.000Z,5,Great tablet for elementary schoolers!,My 5 and 8 year olds love these tablets. They are able to play age appropriate content. Tablet seems well powered and the case is providing good protection.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,DonEH,53-004729,2016-07-29T00:00:00.000Z,5,Great Bluetooth device for audible books,I needed a device to listen to books on a long drive. This paired easily in the car and downloading the audible books was a snap.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Sweetlady,53-004755,2016-12-31T00:00:00.000Z,5,AWESOME,"Great quality, great price and best of all has good sound.",TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,awsm,53-004729,2016-08-05T00:00:00.000Z,3,Kindle HD,No instructions. Either paper or electronic. How do I transfer apps & data from old kindle to new one 9,FALSE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Garcia24,53-004683,2016-12-30T00:00:00.000Z,4,Great for kids,Amazon free time great for small kids to get entertained,TRUE
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,steve,53-004447,2017-08-28T00:00:00.000Z,5,Great kindle,Excellent product very good piece strongly recommend,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Jobin,53-004755,2017-01-30T00:00:00.000Z,4,mostly great,It needs the Internet to connect to your devices and play music. Sometimes you can be cut off. The rest of the time it is easy as can be.,TRUE
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,st2005,53-004447,2017-02-13T00:00:00.000Z,5,Great e-reader for beginners,"Easy to use and navigate, purchasing books is fast and simple and I love the fact that I can password protect this device",TRUE
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,Tarun,53-004447,2016-10-02T00:00:00.000Z,5,Nice reading device,I am happy as i bought it for reading and it is good.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,CJEFF,53-004755,2016-11-25T00:00:00.000Z,5,Great tablet for young children,This is a great beginner tablet for children. Bumper pad fantastic for protection from falls.,TRUE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Jandevito,53-004683,2017-01-06T00:00:00.000Z,5,Love it,This is the second one I bought. My grandkids love them.,TRUE
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,Tammie,53-004447,2017-11-29T00:00:00.000Z,5,Just what I wanted,"I originally got the lower end Kindle, took it back and upgraded. The light really is a must. I can't believe how much more I'm reading now that I have it, and there are TONS of free books out there if you know where to look. Best. Purchase. EVER.",TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Suzmox,53-004755,2016-12-30T00:00:00.000Z,5,kids kindle,Nice sturdy case. Good way to start children on tablets.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,jman,53-004729,2016-08-25T00:00:00.000Z,5,love it,my dauther loves the tablet and I can get the SD to get more storage and load up all the disney movies that I purchased. it is a great purchase.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Epinzon25,53-004729,2016-06-18T00:00:00.000Z,4,Nice starter tablet for my nephew.,Nice starter tablet for my nephew. Does what we need it to do.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Shannon,53-004729,2016-06-05T00:00:00.000Z,5,Great,IT was just as described. I would recommend it to a friend.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Bestbuycustomer1,53-004755,2017-01-06T00:00:00.000Z,4,Great for kids,I got this for my daughter's for Christmas this is a great gift it helps them learn and keep them out of trouble thanks again Best Buy.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,DeeDee,53-004755,2017-01-06T00:00:00.000Z,5,It was a gift for my daughter...,I bought this tablet because it was very inexpensive and the right size and fit for my daughter...,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,None,53-004755,2016-10-19T00:00:00.000Z,5,Loved it,I bought this for my niece and she loves it. We take it everywhere.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Saejosh,53-004755,2017-03-31T00:00:00.000Z,5,Best gift for my kid,This has been an exceptional hit for us she totally loves it.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Julumoru,53-004729,2017-06-26T00:00:00.000Z,4,Great tablet,"Great product, for a very good price! Loved this tablet",TRUE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Coocoocachoo,53-004683,2016-10-22T00:00:00.000Z,5,Kids view great for toddlers,My 2 yr old loves his tablet. Best purchase ever. It has great educational videos and is easy for him to work on his kids profile. Amazon got it right!,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,22Tronic,53-004755,2017-03-08T00:00:00.000Z,5,Kid Tablet,My daughter loves her tablet I love free time love the case it came with just right to buy for a kids first tablet,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,johnbestbuy,53-004729,2017-01-23T00:00:00.000Z,5,Love my kindle,Like it so much I gave them out as gifts for Christmas,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,TeachersEyewitnessNews,53-004755,2017-01-17T00:00:00.000Z,4,Child Kindle Review,My grandson really enjoys his new Kindle that he for for a Christmas present.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Jandevito,53-004755,2017-01-06T00:00:00.000Z,5,Love it,This is the second one I bought. My grandkids love them.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,okrednekgal,53-004755,2017-04-08T00:00:00.000Z,5,Great Kids Tablet,Great tablet for my kiddos they love these kindle fire kid tablets and they are very strong hold up to a lot. Price is great too.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Z71Cowboy,53-004729,2016-12-06T00:00:00.000Z,4,Gift For Son,Looks nice can't wait to try it out! Great price for a tablet.,TRUE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Nannyjo,53-004683,2017-01-07T00:00:00.000Z,5,Grandson loves,Bought for my 2 yr old grandson.. and he loves it has a lot of learning numbers alphabet and shapes,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,botno,53-004755,2017-03-26T00:00:00.000Z,4,ease of use,Bought for grand daughter for Xmas since most 5 year olds now a lot about tablets and had no problem with this very easy to use.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,blondie,53-004729,2016-08-26T00:00:00.000Z,4,great tv for a guest room,just what I was looking for to putin my guest room. It has a good picture,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,madrid,53-004755,2016-11-16T00:00:00.000Z,3,kindle kids fire,it was great for reading but the lag time for loading videos was a little bit longer than an iPad,TRUE
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,Bertram,53-004447,2016-10-28T00:00:00.000Z,5,"Nice item, great price",I had always been looking to upgrade my original Kindle. I love the new touch features and display on this one. The size also makes it very easy to transport.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Moms,53-004729,2016-08-19T00:00:00.000Z,5,Great producr,"My son has the Hd fire used for last 3 years, I bought this one for my moms birthday. She loves it. It's easy to navigate and the ability to increase the size of the print allows for the smaller screen cheaper price :)",TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,ChandlerBing,53-004755,2017-01-06T00:00:00.000Z,4,Kid Entertaining,"This has kept my kids entertained, but maybe just a little too entertained. Sadly, they don't want to do much else",TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Jinn,53-004755,2017-01-21T00:00:00.000Z,1,Don't like...too hard to download other apps,"I didon't care for this tablet, downloading apps outside of Amazon was really confusing.",FALSE
AVqkIh9HQMlgsOJE6fu_,AVqkIh9HQMlgsOJE6fu_,TRae,53-004764,2017-01-17T00:00:00.000Z,5,Very happy,Very happy with product. It's a miniature lap top.,TRUE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Anthony,53-004683,2017-03-20T00:00:00.000Z,4,Great for entertainment,We bought this as a Christmas gift for our 6 year old. He loves it. It's durable and reliable.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Lakle,53-004729,2016-06-24T00:00:00.000Z,5,1st time user,Bought this to carry around for Internet and gaming. So far very happy.,TRUE
